Product code,Bureau of Meteorology station number,Year,Month,Mean maximum temperature (°C),Quality
IDCJAC0002,061055,1912,06,17.2,Y
IDCJAC0002,061055,1912,07,15.6,Y
IDCJAC0002,061055,1912,08,18.1,Y
IDCJAC0002,061055,1912,09,21.2,Y
IDCJAC0002,061055,1912,10,22.7,Y
IDCJAC0002,061055,1912,11,22.9,Y
IDCJAC0002,061055,1912,12,24.3,Y
IDCJAC0002,061055,1913,01,25.1,Y
IDCJAC0002,061055,1913,02,25.5,Y
IDCJAC0002,061055,1913,03,24.5,Y
IDCJAC0002,061055,1913,04,22.3,Y
IDCJAC0002,061055,1913,05,18.2,Y
IDCJAC0002,061055,1913,06,15.9,Y
IDCJAC0002,061055,1913,07,16.3,Y
IDCJAC0002,061055,1913,08,17.7,Y
IDCJAC0002,061055,1913,09,18.7,Y
IDCJAC0002,061055,1913,10,22.9,Y
IDCJAC0002,061055,1913,11,24.2,Y
IDCJAC0002,061055,1913,12,23.6,Y
IDCJAC0002,061055,1914,01,26.2,Y
IDCJAC0002,061055,1914,02,24.4,Y
IDCJAC0002,061055,1914,03,24.4,Y
IDCJAC0002,061055,1914,04,24.6,Y
IDCJAC0002,061055,1914,05,19.4,Y
IDCJAC0002,061055,1914,06,17.7,Y
IDCJAC0002,061055,1914,07,15.5,Y
IDCJAC0002,061055,1914,08,18.6,Y
IDCJAC0002,061055,1914,09,19.0,Y
IDCJAC0002,061055,1914,10,21.8,Y
IDCJAC0002,061055,1914,11,23.9,Y
IDCJAC0002,061055,1914,12,25.7,Y
IDCJAC0002,061055,1915,01,26.6,Y
IDCJAC0002,061055,1915,02,26.9,Y
IDCJAC0002,061055,1915,03,25.9,Y
IDCJAC0002,061055,1915,04,22.1,Y
IDCJAC0002,061055,1915,05,18.9,Y
IDCJAC0002,061055,1915,06,18.3,Y
IDCJAC0002,061055,1915,07,17.2,Y
IDCJAC0002,061055,1915,08,17.9,Y
IDCJAC0002,061055,1915,09,21.8,Y
IDCJAC0002,061055,1915,10,22.7,Y
IDCJAC0002,061055,1915,11,25.9,Y
IDCJAC0002,061055,1915,12,23.5,Y
IDCJAC0002,061055,1916,01,26.1,Y
IDCJAC0002,061055,1916,02,25.7,Y
IDCJAC0002,061055,1916,03,23.4,Y
IDCJAC0002,061055,1916,04,22.4,Y
IDCJAC0002,061055,1916,05,20.3,Y
IDCJAC0002,061055,1916,06,17.3,Y
IDCJAC0002,061055,1916,07,16.7,Y
IDCJAC0002,061055,1916,08,17.8,Y
IDCJAC0002,061055,1916,09,20.7,Y
IDCJAC0002,061055,1916,10,20.6,Y
IDCJAC0002,061055,1916,11,22.3,Y
IDCJAC0002,061055,1916,12,24.3,Y
IDCJAC0002,061055,1917,01,26.9,Y
IDCJAC0002,061055,1917,02,25.1,Y
IDCJAC0002,061055,1917,03,24.7,Y
IDCJAC0002,061055,1917,04,21.3,Y
IDCJAC0002,061055,1917,05,18.8,Y
IDCJAC0002,061055,1917,06,16.7,Y
IDCJAC0002,061055,1917,07,16.6,Y
IDCJAC0002,061055,1917,08,18.1,Y
IDCJAC0002,061055,1917,09,20.4,Y
IDCJAC0002,061055,1917,10,21.6,Y
IDCJAC0002,061055,1917,11,21.9,Y
IDCJAC0002,061055,1917,12,24.9,Y
IDCJAC0002,061055,1918,01,23.9,Y
IDCJAC0002,061055,1918,02,24.6,Y
IDCJAC0002,061055,1918,03,24.0,Y
IDCJAC0002,061055,1918,04,21.8,Y
IDCJAC0002,061055,1918,05,20.6,Y
IDCJAC0002,061055,1918,06,18.1,Y
IDCJAC0002,061055,1918,07,16.3,Y
IDCJAC0002,061055,1918,08,18.3,Y
IDCJAC0002,061055,1918,09,20.2,Y
IDCJAC0002,061055,1918,10,21.9,Y
IDCJAC0002,061055,1918,11,22.9,Y
IDCJAC0002,061055,1918,12,25.4,Y
IDCJAC0002,061055,1919,01,26.9,Y
IDCJAC0002,061055,1919,02,26.6,Y
IDCJAC0002,061055,1919,03,25.2,Y
IDCJAC0002,061055,1919,04,23.5,Y
IDCJAC0002,061055,1919,05,20.0,Y
IDCJAC0002,061055,1919,06,18.2,Y
IDCJAC0002,061055,1919,07,17.1,Y
IDCJAC0002,061055,1919,08,17.6,Y
IDCJAC0002,061055,1919,09,21.6,Y
IDCJAC0002,061055,1919,10,22.2,Y
IDCJAC0002,061055,1919,11,23.5,Y
IDCJAC0002,061055,1919,12,25.1,Y
IDCJAC0002,061055,1920,01,24.0,Y
IDCJAC0002,061055,1920,02,24.6,Y
IDCJAC0002,061055,1920,03,23.8,Y
IDCJAC0002,061055,1920,04,21.2,Y
IDCJAC0002,061055,1920,05,19.7,Y
IDCJAC0002,061055,1920,06,17.6,Y
IDCJAC0002,061055,1920,07,15.8,Y
IDCJAC0002,061055,1920,08,17.2,Y
IDCJAC0002,061055,1920,09,18.9,Y
IDCJAC0002,061055,1920,10,21.4,Y
IDCJAC0002,061055,1920,11,25.2,Y
IDCJAC0002,061055,1920,12,24.8,Y
IDCJAC0002,061055,1921,01,24.2,Y
IDCJAC0002,061055,1921,02,25.7,Y
IDCJAC0002,061055,1921,03,24.7,Y
IDCJAC0002,061055,1921,04,22.7,Y
IDCJAC0002,061055,1921,05,19.4,Y
IDCJAC0002,061055,1921,06,18.2,Y
IDCJAC0002,061055,1921,07,18.0,Y
IDCJAC0002,061055,1921,08,16.9,Y
IDCJAC0002,061055,1921,09,21.7,Y
IDCJAC0002,061055,1921,10,20.7,Y
IDCJAC0002,061055,1921,11,24.1,Y
IDCJAC0002,061055,1921,12,24.0,Y
IDCJAC0002,061055,1922,01,25.3,Y
IDCJAC0002,061055,1922,02,24.9,Y
IDCJAC0002,061055,1922,03,25.7,Y
IDCJAC0002,061055,1922,04,25.5,Y
IDCJAC0002,061055,1922,05,19.7,Y
IDCJAC0002,061055,1922,06,17.8,Y
IDCJAC0002,061055,1922,07,16.0,Y
IDCJAC0002,061055,1922,08,17.1,Y
IDCJAC0002,061055,1922,09,19.2,Y
IDCJAC0002,061055,1922,10,23.1,Y
IDCJAC0002,061055,1922,11,25.2,Y
IDCJAC0002,061055,1922,12,26.8,Y
IDCJAC0002,061055,1923,01,26.2,Y
IDCJAC0002,061055,1923,02,26.1,Y
IDCJAC0002,061055,1923,03,26.1,Y
IDCJAC0002,061055,1923,04,22.2,Y
IDCJAC0002,061055,1923,05,22.0,Y
IDCJAC0002,061055,1923,06,17.8,Y
IDCJAC0002,061055,1923,07,15.9,Y
IDCJAC0002,061055,1923,08,16.9,Y
IDCJAC0002,061055,1923,09,21.1,Y
IDCJAC0002,061055,1923,10,21.4,Y
IDCJAC0002,061055,1923,11,22.8,Y
IDCJAC0002,061055,1923,12,25.2,Y
IDCJAC0002,061055,1924,01,26.0,Y
IDCJAC0002,061055,1924,02,26.3,Y
IDCJAC0002,061055,1924,03,24.4,Y
IDCJAC0002,061055,1924,04,21.9,Y
IDCJAC0002,061055,1924,05,19.7,Y
IDCJAC0002,061055,1924,06,16.5,Y
IDCJAC0002,061055,1924,07,16.8,Y
IDCJAC0002,061055,1924,08,17.9,Y
IDCJAC0002,061055,1924,09,20.4,Y
IDCJAC0002,061055,1924,10,22.1,Y
IDCJAC0002,061055,1924,11,22.6,Y
IDCJAC0002,061055,1924,12,22.8,Y
IDCJAC0002,061055,1925,01,23.7,Y
IDCJAC0002,061055,1925,02,26.4,Y
IDCJAC0002,061055,1925,03,23.7,Y
IDCJAC0002,061055,1925,04,23.2,Y
IDCJAC0002,061055,1925,05,19.6,Y
IDCJAC0002,061055,1925,06,17.7,Y
IDCJAC0002,061055,1925,07,15.9,Y
IDCJAC0002,061055,1925,08,16.3,Y
IDCJAC0002,061055,1925,09,18.9,Y
IDCJAC0002,061055,1925,10,20.9,Y
IDCJAC0002,061055,1925,11,21.6,Y
IDCJAC0002,061055,1925,12,24.4,Y
IDCJAC0002,061055,1926,01,25.6,Y
IDCJAC0002,061055,1926,02,27.6,Y
IDCJAC0002,061055,1926,03,24.0,Y
IDCJAC0002,061055,1926,04,22.9,Y
IDCJAC0002,061055,1926,05,18.3,Y
IDCJAC0002,061055,1926,06,16.7,Y
IDCJAC0002,061055,1926,07,17.1,Y
IDCJAC0002,061055,1926,08,18.1,Y
IDCJAC0002,061055,1926,09,19.7,Y
IDCJAC0002,061055,1926,10,24.1,Y
IDCJAC0002,061055,1926,11,24.4,Y
IDCJAC0002,061055,1926,12,23.4,Y
IDCJAC0002,061055,1927,01,24.2,Y
IDCJAC0002,061055,1927,02,25.8,Y
IDCJAC0002,061055,1927,03,23.8,Y
IDCJAC0002,061055,1927,04,21.6,Y
IDCJAC0002,061055,1927,05,19.2,Y
IDCJAC0002,061055,1927,06,16.0,Y
IDCJAC0002,061055,1927,07,16.4,Y
IDCJAC0002,061055,1927,08,17.9,Y
IDCJAC0002,061055,1927,09,18.2,Y
IDCJAC0002,061055,1927,10,22.5,Y
IDCJAC0002,061055,1927,11,22.6,Y
IDCJAC0002,061055,1927,12,23.3,Y
IDCJAC0002,061055,1928,01,24.9,Y
IDCJAC0002,061055,1928,02,25.1,Y
IDCJAC0002,061055,1928,03,26.0,Y
IDCJAC0002,061055,1928,04,23.5,Y
IDCJAC0002,061055,1928,05,18.7,Y
IDCJAC0002,061055,1928,06,16.9,Y
IDCJAC0002,061055,1928,07,17.0,Y
IDCJAC0002,061055,1928,08,19.7,Y
IDCJAC0002,061055,1928,09,22.6,Y
IDCJAC0002,061055,1928,10,23.6,Y
IDCJAC0002,061055,1928,11,24.4,Y
IDCJAC0002,061055,1928,12,24.4,Y
IDCJAC0002,061055,1929,01,27.8,Y
IDCJAC0002,061055,1929,02,24.8,Y
IDCJAC0002,061055,1929,03,24.1,Y
IDCJAC0002,061055,1929,04,22.2,Y
IDCJAC0002,061055,1929,05,18.9,Y
IDCJAC0002,061055,1929,06,17.3,Y
IDCJAC0002,061055,1929,07,15.9,Y
IDCJAC0002,061055,1929,08,18.1,Y
IDCJAC0002,061055,1929,09,19.1,Y
IDCJAC0002,061055,1929,10,20.3,Y
IDCJAC0002,061055,1929,11,22.3,Y
IDCJAC0002,061055,1929,12,26.8,Y
IDCJAC0002,061055,1930,01,25.1,Y
IDCJAC0002,061055,1930,02,25.9,Y
IDCJAC0002,061055,1930,03,23.7,Y
IDCJAC0002,061055,1930,04,20.9,Y
IDCJAC0002,061055,1930,05,18.9,Y
IDCJAC0002,061055,1930,06,16.9,Y
IDCJAC0002,061055,1930,07,16.9,Y
IDCJAC0002,061055,1930,08,18.2,Y
IDCJAC0002,061055,1930,09,19.9,Y
IDCJAC0002,061055,1930,10,21.5,Y
IDCJAC0002,061055,1930,11,24.7,Y
IDCJAC0002,061055,1930,12,24.6,Y
IDCJAC0002,061055,1931,01,26.8,Y
IDCJAC0002,061055,1931,02,24.8,Y
IDCJAC0002,061055,1931,03,25.0,Y
IDCJAC0002,061055,1931,04,21.6,Y
IDCJAC0002,061055,1931,05,19.7,Y
IDCJAC0002,061055,1931,06,17.1,Y
IDCJAC0002,061055,1931,07,16.5,Y
IDCJAC0002,061055,1931,08,18.3,Y
IDCJAC0002,061055,1931,09,20.5,Y
IDCJAC0002,061055,1931,10,21.4,Y
IDCJAC0002,061055,1931,11,23.3,Y
IDCJAC0002,061055,1931,12,22.6,Y
IDCJAC0002,061055,1932,01,26.9,Y
IDCJAC0002,061055,1932,02,25.0,Y
IDCJAC0002,061055,1932,03,23.8,Y
IDCJAC0002,061055,1932,04,22.2,Y
IDCJAC0002,061055,1932,05,19.2,Y
IDCJAC0002,061055,1932,06,16.9,Y
IDCJAC0002,061055,1932,07,16.3,Y
IDCJAC0002,061055,1932,08,18.1,Y
IDCJAC0002,061055,1932,09,18.0,Y
IDCJAC0002,061055,1932,10,20.7,Y
IDCJAC0002,061055,1932,11,23.4,Y
IDCJAC0002,061055,1932,12,24.2,Y
IDCJAC0002,061055,1933,01,24.2,Y
IDCJAC0002,061055,1933,02,25.6,Y
IDCJAC0002,061055,1933,03,24.1,Y
IDCJAC0002,061055,1933,04,22.1,Y
IDCJAC0002,061055,1933,05,19.6,Y
IDCJAC0002,061055,1933,06,17.1,Y
IDCJAC0002,061055,1933,07,16.4,Y
IDCJAC0002,061055,1933,08,16.1,Y
IDCJAC0002,061055,1933,09,19.0,Y
IDCJAC0002,061055,1933,10,21.7,Y
IDCJAC0002,061055,1933,11,20.4,Y
IDCJAC0002,061055,1933,12,23.1,Y
IDCJAC0002,061055,1934,01,24.7,Y
IDCJAC0002,061055,1934,02,24.3,Y
IDCJAC0002,061055,1934,03,24.9,Y
IDCJAC0002,061055,1934,04,21.5,Y
IDCJAC0002,061055,1934,05,19.9,Y
IDCJAC0002,061055,1934,06,15.9,Y
IDCJAC0002,061055,1934,07,17.1,Y
IDCJAC0002,061055,1934,08,17.1,Y
IDCJAC0002,061055,1934,09,20.6,Y
IDCJAC0002,061055,1934,10,20.4,Y
IDCJAC0002,061055,1934,11,21.7,Y
IDCJAC0002,061055,1934,12,21.9,Y
IDCJAC0002,061055,1935,01,25.3,Y
IDCJAC0002,061055,1935,02,25.4,Y
IDCJAC0002,061055,1935,03,24.4,Y
IDCJAC0002,061055,1935,04,22.0,Y
IDCJAC0002,061055,1935,05,18.9,Y
IDCJAC0002,061055,1935,06,17.1,Y
IDCJAC0002,061055,1935,07,16.6,Y
IDCJAC0002,061055,1935,08,18.2,Y
IDCJAC0002,061055,1935,09,18.6,Y
IDCJAC0002,061055,1935,10,22.1,Y
IDCJAC0002,061055,1935,11,22.2,Y
IDCJAC0002,061055,1935,12,23.0,Y
IDCJAC0002,061055,1936,01,23.7,Y
IDCJAC0002,061055,1936,02,23.4,Y
IDCJAC0002,061055,1936,03,23.7,Y
IDCJAC0002,061055,1936,04,21.7,Y
IDCJAC0002,061055,1936,05,20.1,Y
IDCJAC0002,061055,1936,06,16.9,Y
IDCJAC0002,061055,1936,07,16.5,Y
IDCJAC0002,061055,1936,08,19.3,Y
IDCJAC0002,061055,1936,09,19.3,Y
IDCJAC0002,061055,1936,10,23.2,Y
IDCJAC0002,061055,1936,11,23.6,Y
IDCJAC0002,061055,1936,12,23.6,Y
IDCJAC0002,061055,1937,01,25.2,Y
IDCJAC0002,061055,1937,02,23.6,Y
IDCJAC0002,061055,1937,03,24.8,Y
IDCJAC0002,061055,1937,04,21.4,Y
IDCJAC0002,061055,1937,05,19.9,Y
IDCJAC0002,061055,1937,06,15.8,Y
IDCJAC0002,061055,1937,07,16.5,Y
IDCJAC0002,061055,1937,08,17.9,Y
IDCJAC0002,061055,1937,09,21.2,Y
IDCJAC0002,061055,1937,10,20.3,Y
IDCJAC0002,061055,1937,11,21.9,Y
IDCJAC0002,061055,1937,12,24.3,Y
IDCJAC0002,061055,1938,01,23.9,Y
IDCJAC0002,061055,1938,02,25.7,Y
IDCJAC0002,061055,1938,03,24.6,Y
IDCJAC0002,061055,1938,04,22.9,Y
IDCJAC0002,061055,1938,05,20.3,Y
IDCJAC0002,061055,1938,06,17.1,Y
IDCJAC0002,061055,1938,07,15.9,Y
IDCJAC0002,061055,1938,08,16.8,Y
IDCJAC0002,061055,1938,09,19.4,Y
IDCJAC0002,061055,1938,10,22.2,Y
IDCJAC0002,061055,1938,11,24.0,Y
IDCJAC0002,061055,1938,12,26.1,Y
IDCJAC0002,061055,1939,01,25.1,Y
IDCJAC0002,061055,1939,02,25.2,Y
IDCJAC0002,061055,1939,03,23.4,Y
IDCJAC0002,061055,1939,04,22.3,Y
IDCJAC0002,061055,1939,05,20.8,Y
IDCJAC0002,061055,1939,06,17.8,Y
IDCJAC0002,061055,1939,07,15.7,Y
IDCJAC0002,061055,1939,08,18.2,Y
IDCJAC0002,061055,1939,09,20.2,Y
IDCJAC0002,061055,1939,10,20.4,Y
IDCJAC0002,061055,1939,11,22.9,Y
IDCJAC0002,061055,1939,12,25.9,Y
IDCJAC0002,061055,1940,01,26.0,Y
IDCJAC0002,061055,1940,02,27.2,Y
IDCJAC0002,061055,1940,03,25.8,Y
IDCJAC0002,061055,1940,04,22.2,Y
IDCJAC0002,061055,1940,05,19.0,Y
IDCJAC0002,061055,1940,06,18.4,Y
IDCJAC0002,061055,1940,07,17.3,Y
IDCJAC0002,061055,1940,08,17.9,Y
IDCJAC0002,061055,1940,09,20.7,Y
IDCJAC0002,061055,1940,10,22.9,Y
IDCJAC0002,061055,1940,11,23.1,Y
IDCJAC0002,061055,1940,12,24.5,Y
IDCJAC0002,061055,1941,01,23.7,Y
IDCJAC0002,061055,1941,02,24.3,Y
IDCJAC0002,061055,1941,03,23.7,Y
IDCJAC0002,061055,1941,04,22.6,Y
IDCJAC0002,061055,1941,05,19.3,Y
IDCJAC0002,061055,1941,06,17.2,Y
IDCJAC0002,061055,1941,07,17.7,Y
IDCJAC0002,061055,1941,08,17.8,Y
IDCJAC0002,061055,1941,09,21.2,Y
IDCJAC0002,061055,1941,10,21.9,Y
IDCJAC0002,061055,1941,11,24.4,Y
IDCJAC0002,061055,1941,12,24.2,Y
IDCJAC0002,061055,1942,01,26.2,Y
IDCJAC0002,061055,1942,02,23.2,Y
IDCJAC0002,061055,1942,03,23.6,Y
IDCJAC0002,061055,1942,04,22.7,Y
IDCJAC0002,061055,1942,05,21.2,Y
IDCJAC0002,061055,1942,06,18.4,Y
IDCJAC0002,061055,1942,07,17.1,Y
IDCJAC0002,061055,1942,08,19.0,Y
IDCJAC0002,061055,1942,09,21.3,Y
IDCJAC0002,061055,1942,10,21.0,Y
IDCJAC0002,061055,1942,11,23.1,Y
IDCJAC0002,061055,1942,12,24.8,Y
IDCJAC0002,061055,1943,01,25.3,Y
IDCJAC0002,061055,1943,02,26.1,Y
IDCJAC0002,061055,1943,03,25.4,Y
IDCJAC0002,061055,1943,04,22.9,Y
IDCJAC0002,061055,1943,05,20.0,Y
IDCJAC0002,061055,1943,06,16.3,Y
IDCJAC0002,061055,1943,07,16.3,Y
IDCJAC0002,061055,1943,08,15.4,Y
IDCJAC0002,061055,1943,09,18.8,Y
IDCJAC0002,061055,1943,10,20.6,Y
IDCJAC0002,061055,1943,11,20.8,Y
IDCJAC0002,061055,1943,12,23.4,Y
IDCJAC0002,061055,1944,01,26.3,Y
IDCJAC0002,061055,1944,02,25.8,Y
IDCJAC0002,061055,1944,03,24.7,Y
IDCJAC0002,061055,1944,04,22.4,Y
IDCJAC0002,061055,1944,05,19.1,Y
IDCJAC0002,061055,1944,06,16.6,Y
IDCJAC0002,061055,1944,07,16.3,Y
IDCJAC0002,061055,1944,08,16.6,Y
IDCJAC0002,061055,1944,09,19.6,Y
IDCJAC0002,061055,1944,10,22.6,Y
IDCJAC0002,061055,1944,11,26.2,Y
IDCJAC0002,061055,1944,12,26.4,Y
IDCJAC0002,061055,1945,01,24.1,Y
IDCJAC0002,061055,1945,02,24.5,Y
IDCJAC0002,061055,1945,03,24.3,Y
IDCJAC0002,061055,1945,04,21.8,Y
IDCJAC0002,061055,1945,05,19.3,Y
IDCJAC0002,061055,1945,06,17.4,Y
IDCJAC0002,061055,1945,07,15.5,Y
IDCJAC0002,061055,1945,08,18.3,Y
IDCJAC0002,061055,1945,09,20.6,Y
IDCJAC0002,061055,1945,10,21.9,Y
IDCJAC0002,061055,1945,11,24.3,Y
IDCJAC0002,061055,1945,12,24.4,Y
IDCJAC0002,061055,1946,01,26.2,Y
IDCJAC0002,061055,1946,02,25.9,Y
IDCJAC0002,061055,1946,03,24.5,Y
IDCJAC0002,061055,1946,04,20.7,Y
IDCJAC0002,061055,1946,05,19.8,Y
IDCJAC0002,061055,1946,06,16.3,Y
IDCJAC0002,061055,1946,07,17.8,Y
IDCJAC0002,061055,1946,08,19.3,Y
IDCJAC0002,061055,1946,09,19.9,Y
IDCJAC0002,061055,1946,10,21.1,Y
IDCJAC0002,061055,1946,11,23.3,Y
IDCJAC0002,061055,1946,12,24.9,Y
IDCJAC0002,061055,1947,01,24.2,Y
IDCJAC0002,061055,1947,02,24.5,Y
IDCJAC0002,061055,1947,03,24.4,Y
IDCJAC0002,061055,1947,04,21.4,Y
IDCJAC0002,061055,1947,05,20.9,Y
IDCJAC0002,061055,1947,06,17.9,Y
IDCJAC0002,061055,1947,07,17.0,Y
IDCJAC0002,061055,1947,08,17.9,Y
IDCJAC0002,061055,1947,09,20.1,Y
IDCJAC0002,061055,1947,10,21.7,Y
IDCJAC0002,061055,1947,11,21.0,Y
IDCJAC0002,061055,1947,12,24.3,Y
IDCJAC0002,061055,1948,01,22.9,Y
IDCJAC0002,061055,1948,02,25.4,Y
IDCJAC0002,061055,1948,03,23.6,Y
IDCJAC0002,061055,1948,04,21.2,Y
IDCJAC0002,061055,1948,05,19.2,Y
IDCJAC0002,061055,1948,06,16.9,Y
IDCJAC0002,061055,1948,07,15.8,Y
IDCJAC0002,061055,1948,08,18.6,Y
IDCJAC0002,061055,1948,09,18.9,Y
IDCJAC0002,061055,1948,10,23.2,Y
IDCJAC0002,061055,1948,11,22.4,Y
IDCJAC0002,061055,1948,12,23.6,Y
IDCJAC0002,061055,1949,01,24.0,Y
IDCJAC0002,061055,1949,02,25.3,Y
IDCJAC0002,061055,1949,03,23.0,Y
IDCJAC0002,061055,1949,04,21.1,Y
IDCJAC0002,061055,1949,05,19.1,Y
IDCJAC0002,061055,1949,06,15.8,Y
IDCJAC0002,061055,1949,07,16.9,Y
IDCJAC0002,061055,1949,08,18.0,Y
IDCJAC0002,061055,1949,09,19.1,Y
IDCJAC0002,061055,1949,10,23.4,Y
IDCJAC0002,061055,1949,11,22.8,Y
IDCJAC0002,061055,1949,12,24.8,Y
IDCJAC0002,061055,1950,01,24.7,Y
IDCJAC0002,061055,1950,02,23.8,Y
IDCJAC0002,061055,1950,03,24.4,Y
IDCJAC0002,061055,1950,04,21.6,Y
IDCJAC0002,061055,1950,05,19.3,Y
IDCJAC0002,061055,1950,06,17.1,Y
IDCJAC0002,061055,1950,07,16.6,Y
IDCJAC0002,061055,1950,08,16.9,Y
IDCJAC0002,061055,1950,09,21.3,Y
IDCJAC0002,061055,1950,10,20.3,Y
IDCJAC0002,061055,1950,11,21.8,Y
IDCJAC0002,061055,1950,12,24.3,Y
IDCJAC0002,061055,1951,01,23.3,Y
IDCJAC0002,061055,1951,02,24.7,Y
IDCJAC0002,061055,1951,03,25.8,Y
IDCJAC0002,061055,1951,04,21.9,Y
IDCJAC0002,061055,1951,05,19.8,Y
IDCJAC0002,061055,1951,06,17.3,Y
IDCJAC0002,061055,1951,07,16.4,Y
IDCJAC0002,061055,1951,08,16.7,Y
IDCJAC0002,061055,1951,09,20.2,Y
IDCJAC0002,061055,1951,10,21.8,Y
IDCJAC0002,061055,1951,11,24.1,Y
IDCJAC0002,061055,1951,12,24.5,Y
IDCJAC0002,061055,1952,01,26.4,Y
IDCJAC0002,061055,1952,02,24.4,Y
IDCJAC0002,061055,1952,03,24.6,Y
IDCJAC0002,061055,1952,04,21.8,Y
IDCJAC0002,061055,1952,05,18.5,Y
IDCJAC0002,061055,1952,06,17.4,Y
IDCJAC0002,061055,1952,07,16.2,Y
IDCJAC0002,061055,1952,08,17.6,Y
IDCJAC0002,061055,1952,09,20.4,Y
IDCJAC0002,061055,1952,10,21.6,Y
IDCJAC0002,061055,1952,11,23.1,Y
IDCJAC0002,061055,1952,12,23.9,Y
IDCJAC0002,061055,1953,01,24.0,Y
IDCJAC0002,061055,1953,02,23.7,Y
IDCJAC0002,061055,1953,03,24.0,Y
IDCJAC0002,061055,1953,04,23.8,Y
IDCJAC0002,061055,1953,05,19.9,Y
IDCJAC0002,061055,1953,06,16.8,Y
IDCJAC0002,061055,1953,07,16.9,Y
IDCJAC0002,061055,1953,08,17.5,Y
IDCJAC0002,061055,1953,09,20.2,Y
IDCJAC0002,061055,1953,10,20.5,Y
IDCJAC0002,061055,1953,11,24.5,Y
IDCJAC0002,061055,1953,12,26.3,Y
IDCJAC0002,061055,1954,01,23.5,Y
IDCJAC0002,061055,1954,02,25.7,Y
IDCJAC0002,061055,1954,03,25.9,Y
IDCJAC0002,061055,1954,04,22.8,Y
IDCJAC0002,061055,1954,05,18.7,Y
IDCJAC0002,061055,1954,06,17.1,Y
IDCJAC0002,061055,1954,07,16.8,Y
IDCJAC0002,061055,1954,08,18.4,Y
IDCJAC0002,061055,1954,09,17.4,Y
IDCJAC0002,061055,1954,10,20.8,Y
IDCJAC0002,061055,1954,11,23.2,Y
IDCJAC0002,061055,1954,12,23.7,Y
IDCJAC0002,061055,1955,01,25.2,Y
IDCJAC0002,061055,1955,02,24.9,Y
IDCJAC0002,061055,1955,03,24.6,Y
IDCJAC0002,061055,1955,04,22.2,Y
IDCJAC0002,061055,1955,05,19.1,Y
IDCJAC0002,061055,1955,06,16.6,Y
IDCJAC0002,061055,1955,07,15.6,Y
IDCJAC0002,061055,1955,08,18.7,Y
IDCJAC0002,061055,1955,09,19.4,Y
IDCJAC0002,061055,1955,10,21.8,Y
IDCJAC0002,061055,1955,11,24.2,Y
IDCJAC0002,061055,1955,12,23.4,Y
IDCJAC0002,061055,1956,01,23.6,Y
IDCJAC0002,061055,1956,02,24.2,Y
IDCJAC0002,061055,1956,03,24.2,Y
IDCJAC0002,061055,1956,04,23.5,Y
IDCJAC0002,061055,1956,05,18.6,Y
IDCJAC0002,061055,1956,06,16.3,Y
IDCJAC0002,061055,1956,07,15.8,Y
IDCJAC0002,061055,1956,08,16.7,Y
IDCJAC0002,061055,1956,09,17.4,Y
IDCJAC0002,061055,1956,10,20.3,Y
IDCJAC0002,061055,1956,11,22.4,Y
IDCJAC0002,061055,1956,12,24.7,Y
IDCJAC0002,061055,1957,01,23.9,Y
IDCJAC0002,061055,1957,02,22.6,Y
IDCJAC0002,061055,1957,03,23.4,Y
IDCJAC0002,061055,1957,04,23.4,Y
IDCJAC0002,061055,1957,06,19.8,Y
IDCJAC0002,061055,1957,07,15.3,Y
IDCJAC0002,061055,1957,08,16.8,Y
IDCJAC0002,061055,1957,09,18.8,Y
IDCJAC0002,061055,1957,10,21.8,Y
IDCJAC0002,061055,1957,11,25.6,Y
IDCJAC0002,061055,1957,12,25.8,Y
IDCJAC0002,061055,1958,01,23.9,Y
IDCJAC0002,061055,1958,02,25.3,Y
IDCJAC0002,061055,1958,03,25.5,Y
IDCJAC0002,061055,1958,04,22.4,Y
IDCJAC0002,061055,1958,05,21.6,Y
IDCJAC0002,061055,1958,06,17.6,Y
IDCJAC0002,061055,1958,07,16.6,Y
IDCJAC0002,061055,1958,08,17.8,Y
IDCJAC0002,061055,1958,09,17.6,Y
IDCJAC0002,061055,1958,10,22.1,Y
IDCJAC0002,061055,1958,11,23.1,Y
IDCJAC0002,061055,1958,12,23.4,Y
IDCJAC0002,061055,1959,01,23.9,Y
IDCJAC0002,061055,1959,02,23.9,Y
IDCJAC0002,061055,1959,03,24.2,Y
IDCJAC0002,061055,1959,04,22.3,Y
IDCJAC0002,061055,1959,05,18.8,Y
IDCJAC0002,061055,1959,06,16.8,Y
IDCJAC0002,061055,1959,07,16.2,Y
IDCJAC0002,061055,1959,08,17.6,Y
IDCJAC0002,061055,1959,09,18.5,Y
IDCJAC0002,061055,1959,10,19.2,Y
IDCJAC0002,061055,1959,11,22.3,Y
IDCJAC0002,061055,1959,12,23.0,Y
IDCJAC0002,061055,1960,01,26.2,Y
IDCJAC0002,061055,1960,02,23.9,Y
IDCJAC0002,061055,1960,03,22.9,Y
IDCJAC0002,061055,1960,04,22.2,Y
IDCJAC0002,061055,1960,05,18.9,Y
IDCJAC0002,061055,1960,06,15.9,Y
IDCJAC0002,061055,1960,07,16.2,Y
IDCJAC0002,061055,1960,08,16.4,Y
IDCJAC0002,061055,1960,09,18.7,Y
IDCJAC0002,061055,1960,10,20.6,Y
IDCJAC0002,061055,1960,11,21.4,Y
